#TYPE System.Management.Automation.PSCustomObject
"Name","LocalPackage"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\31640A7BB9589EA47B724F13DBE02883","@{LocalPackage=C:\Windows\Installer\b9748045.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\31AEEA9AB762EA948A903D41F85A3804","@{LocalPackage=C:\Windows\Installer\811c9c8.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\31B8490DF34CBA742B678AE3791539FE","@{LocalPackage=C:\Windows\Installer\b9747fd1.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3250DD46B55C06940B0D6BD9E3691D6A","@{LocalPackage=C:\Windows\Installer\904c1e17.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\328FEAEF193CE064ABA13E5912D7F51C","@{LocalPackage=C:\Windows\Installer\5b4d66a.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\32CB8FA8C7B460C4D9FA43A9E2DFEEAD","@{LocalPackage=C:\Windows\Installer\8fdfa662.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\32FDD2AF26E8FB144AEB754A205E242A","@{LocalPackage=C:\Windows\Installer\811c688.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\33294813B8DA7D24A91E477CC9E8C830","@{LocalPackage=C:\Windows\Installer\811cf0e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3334E2FBCE928AF40B0D650B1438C3BB","@{LocalPackage=C:\Windows\Installer\c2ea602.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\33BF4D9BE588D8C45A34727C21D91C4E","@{LocalPackage=C:\Windows\Installer\41b67295.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3469BD1DF2EB8574A80DE7A429E463E1","@{LocalPackage=C:\Windows\Installer\811ca39.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\35104B1D38498554DB61E4829D0541C0","@{LocalPackage=C:\Windows\Installer\811cd54.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3597FDF29A5714347A96CEC0AA90FF3F","@{LocalPackage=C:\Windows\Installer\2a265b41.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\35C2F36FC9F4ED24387D0553B7E7B477","@{LocalPackage=C:\Windows\Installer\811c64f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3622D6F3D6BFA62499263B7ABCC36D2C","@{LocalPackage=C:\Windows\Installer\6f90bcec.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\36B08B10836C40041984578B8C15B8E1","@{LocalPackage=C:\Windows\Installer\8fad95af.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3779C9656B8195B499267104C3B0E6BB","@{LocalPackage=C:\Windows\Installer\811c8ef.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3884C6F7C81AA954281C2A9F04F3D26A","@{LocalPackage=C:\Windows\Installer\811cec8.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\389465A8AACE5514B952A04CE7EBD617","@{LocalPackage=C:\Windows\Installer\811ccd9.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\389B8DEC4EF470E4EA30C16DE0821725","@{LocalPackage=C:\Windows\Installer\811c925.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\39DCDDEE9EC76024C85334AAD8D38015","@{LocalPackage=C:\Windows\Installer\6cce203d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3A80494489F4A4C4EBB7F74711CB223B","@{LocalPackage=C:\Windows\Installer\58e7cfed.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3AED9B6FC2AA33645B68E711089E370B","@{LocalPackage=C:\Windows\Installer\8b00990f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3AF4318D1EEEE5D47BCD0B0CB8D6E44A","@{LocalPackage=C:\Windows\Installer\8fad973a.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3D33950DF95CC5F4A8C60375C44B9DDD","@{LocalPackage=C:\Windows\Installer\5b4d51d.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3D4B0ADD229561A4694AEBCA9831C6D8","@{LocalPackage=C:\Windows\Installer\b9748050.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3E3CE41A00D0D0145A284D0A72168A02","@{LocalPackage=C:\Windows\Installer\5b4d54e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3E6FBC05B0C8A734E8A3E0A21966F637","@{LocalPackage=C:\Windows\Installer\8ca398f0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3EB056C9C96D5FC42B9AD95C7A413B5A","@{LocalPackage=C:\Windows\Installer\44745de.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\3ED2A17FC3F2AB146BF9A5B55B9298FD","@{LocalPackage=C:\Windows\Installer\8fad97c6.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\40060F933A66F974C844C57B70339149","@{LocalPackage=C:\Windows\Installer\4521e88.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\40948541D77245E4888E77507B475B62","@{LocalPackage=C:\Windows\Installer\811cc51.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\40F570449EB056D4E88E6D45C76124EB","@{LocalPackage=C:\Windows\Installer\6cd61205.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\411330EAE4BDA5045830672A9506C3E6","@{LocalPackage=C:\Windows\Installer\811c54f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4143D6C642572E2448646FDB7BA2193F","@{LocalPackage=C:\Windows\Installer\8fad96f0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\41EDAFE5B0ECFB34DA2D58F0BC9784F5","@{LocalPackage=C:\Windows\Installer\811ca03.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\42575419EC8AA144A96181CDEA85F57E","@{LocalPackage=C:\Windows\Installer\58e7cf18.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4348749ECCAAFD449AF8A2DB8CA6D24C","@{LocalPackage=C:\Windows\Installer\6f90be22.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\43CFB24B9AAEC2844B5D8AEE0CFAC0C0","@{LocalPackage=C:\Windows\Installer\811c8ae.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\442E6505433454A45858B23BA3074BC9","@{LocalPackage=C:\Windows\Installer\2a265b4f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\44F8D766D7EC9D54680355B3A0E76B95","@{LocalPackage=C:\Windows\Installer\811c467.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4516C816C5B084446BCA169524DD3BD9","@{LocalPackage=C:\Windows\Installer\4521e82.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\45494BF673781264E830EE66F0765275","@{LocalPackage=C:\Windows\Installer\811c949.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\458F7327B32A50B44B501B6BCA9D63C5","@{LocalPackage=C:\Windows\Installer\2a265bb9.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4653C16BB7E4EF9429028963BD4CB97B","@{LocalPackage=C:\Windows\Installer\238711c7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\46DCBA58FF0B00A4FB7F90C0FD9AC6C1","@{LocalPackage=C:\Windows\Installer\88748db.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\46F84A2257370694C9B83631726324FB","@{LocalPackage=C:\Windows\Installer\b9747fca.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\477D4FE3992752A40B7104C469F38F29","@{LocalPackage=C:\Windows\Installer\af4081f1.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\47CA24B706EA8F745BE012AAF8E16CB5","@{LocalPackage=C:\Windows\Installer\c2ea6a1.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\480F9840BC6DEC64FB3A1C247E728846","@{LocalPackage=C:\Windows\Installer\811cb89.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4951FF7BC93FBDA4291708063AB3FD33","@{LocalPackage=C:\Windows\Installer\58e7cdf2.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4A9F920A016BCD842AC45365A952E216","@{LocalPackage=C:\Windows\Installer\58e7cdf8.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4B3E2D814A437A94E980A65340A9F798","@{LocalPackage=C:\Windows\Installer\2f91fc4a.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4B68A11E12F7E934CB55B0A2E37BF8AB","@{LocalPackage=C:\Windows\Installer\5b4d5fc.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4BDBE8F18BD193E4EA4DEDF463D57437","@{LocalPackage=C:\Windows\Installer\c2ea66f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4C2D9442E03C4584A9E595AA06ED12B6","@{LocalPackage=C:\Windows\Installer\8874898.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4C3035D1ADBAE05468388E1418388DDD","@{LocalPackage=C:\Windows\Installer\90867705.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4C56643193CB7BB43AB25BAEAA1C80BD","@{LocalPackage=C:\Windows\Installer\91a2a55b.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4C5CD99C67D44694DA41A7686930EB71","@{LocalPackage=C:\Windows\Installer\904c1dcc.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4CD8F9567DF0C3C40911919BBF041045","@{LocalPackage=C:\Windows\Installer\811d045.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4D5C055D7502F484289B81AEBDAC1FA0","@{LocalPackage=C:\Windows\Installer\41b672c1.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4EE75DB175E442844B5D8419B7216B68","@{LocalPackage=C:\Windows\Installer\af40820c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4EEF6E5786D6035438ECE0AB0361E9D3","@{LocalPackage=C:\Windows\Installer\af4081cb.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4F5861D863C15BA4CA0C84A6B67E4153","@{LocalPackage=C:\Windows\Installer\88745ee.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4F927C230A6B9C142A75DBAF36F2EB0D","@{LocalPackage=C:\Windows\Installer\8fad97d0.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\4FE683A1A92D06240AF0889695672186","@{LocalPackage=C:\Windows\Installer\5b4d557.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\504E64704D03E7144925486B837CE17C","@{LocalPackage=C:\Windows\Installer\91a2a606.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\505B4099BFADBFD4EBB266086052D922","@{LocalPackage=C:\Windows\Installer\811ccac.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\51AF0F8D856900B41A67BF44E13F6AAF","@{LocalPackage=C:\Windows\Installer\811d17f.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\52407E7B22E98E645AB8C327BC1B6B7B","@{LocalPackage=C:\Windows\Installer\2a265bb3.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\52756AE1097820C449B1B495EAD2F96C","@{LocalPackage=C:\Windows\Installer\8fc779af.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\527A04394043A7441BA6A543CB9702CD","@{LocalPackage=C:\Windows\Installer\6f90bd77.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\5287ABBAF8550784FA872EE90678F8AB","@{LocalPackage=C:\Windows\Installer\8fad998e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\53363DE279C03914B9F61244EFF76414","@{LocalPackage=C:\Windows\Installer\c2ea6ef.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\53C5E29B48FF47B43B64913E7261603D","@{LocalPackage=C:\Windows\Installer\c2ea4b4.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\53ED1340187133646BD95D74BB14C256","@{LocalPackage=C:\Windows\Installer\811c8b4.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\53FB49891C9198C46A384DE0490DC877","@{LocalPackage=C:\Windows\Installer\469b2811.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\554466F84A2D3E84DAB8CC7211A298BC","@{LocalPackage=C:\Windows\Installer\58e7cd5a.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\55A46BBEE3AFEE244A3CE124F768C755","@{LocalPackage=C:\Windows\Installer\469b2823.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\55D7E75B269A4CB4F847BC3D7596DF9B","@{LocalPackage=C:\Windows\Installer\91a2a664.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\55E656E54F9B55E47AD9486C1B65374D","@{LocalPackage=C:\Windows\Installer\4feba5a.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\55E97FD7F59FBA1469E5F77966E20CCA","@{LocalPackage=C:\Windows\Installer\9086770c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\5714340E33172D545BA38707C0F2B84C","@{LocalPackage=C:\Windows\Installer\811c509.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\574F9D809151A004E98AC458B31BB171","@{LocalPackage=C:\Windows\Installer\8874a93.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\57731B185EFC8D842B88867A11C445C8","@{LocalPackage=C:\Windows\Installer\811c5e4.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\585398FFD2B153944A79ADDEB9A6A8E9","@{LocalPackage=C:\Windows\Installer\8b00991b.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\58BA051DB91111B4FAC959D241224B3F","@{LocalPackage=C:\Windows\Installer\8fad9551.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\593D7B54B9BEF414E96485944B32622E","@{LocalPackage=C:\Windows\Installer\811d16a.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\59D49B46CE6B52E438F21DB531CABFC0","@{LocalPackage=C:\Windows\Installer\811cce2.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\59E4605F044FB5D4696373C23E56EE26","@{LocalPackage=C:\Windows\Installer\41b67339.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\5A3585E0CA6B75B4895217BFC2CCD626","@{LocalPackage=C:\Windows\Installer\811cf76.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\5AC63FF0DBE389A4AAB3F255D345F6CE","@{LocalPackage=C:\Windows\Installer\4521e0e.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\5E944C0B57944B94F84B66BDBB489350","@{LocalPackage=C:\Windows\Installer\88748ba.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\5EDDBD4BFE8DBA04B9E43E0B1AFA864A","@{LocalPackage=C:\Windows\Installer\2a265a95.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\5F747A744150419409D731BC2B9D2FD1","@{LocalPackage=C:\Windows\Installer\b9747ed5.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\5FDEBD8CE020D1C49B7E3C014B441D29","@{LocalPackage=C:\Windows\Installer\238712d7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\60257FCE1D6C1934E802084077C68F63","@{LocalPackage=C:\Windows\Installer\2a265bbf.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\60CCF70AF50F2704D8DC21E34CEC544A","@{LocalPackage=C:\Windows\Installer\811cf20.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6211438A928109840A81FE2E03486B48","@{LocalPackage=C:\Windows\Installer\811c9d5.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\62DA581992BA64F429C967C4CA29D5FC","@{LocalPackage=C:\Windows\Installer\811ca9c.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\633CBFB33CCD0CD4DB95A85BF78427BD","@{LocalPackage=C:\Windows\Installer\58e7ce05.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\635E8C489E7D79C448775F868454A950","@{LocalPackage=C:\Windows\Installer\238711a3.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\637C7B25A64EC2C4BB802A5B45452203","@{LocalPackage=C:\Windows\Installer\58e7cfe7.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\63A5BDE49E1322F4AB70BB569DB9F9EC","@{LocalPackage=C:\Windows\Installer\8fc779a9.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\65988000E3FFA3B4A8336A0F2C4ABA64","@{LocalPackage=C:\Windows\Installer\811c643.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\672A9982085230D49B18F41778CC0E25","@{LocalPackage=C:\Windows\Installer\2f91fc85.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\6730D8AF83110ED4184BEA12605DDED4","@{LocalPackage=C:\Windows\Installer\811d1f8.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\67384C855F1416A419DF6D1523AA8436","@{LocalPackage=C:\Windows\Installer\af4082c6.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\67992A0C8CAEDE74F9B5FA311281EF19","@{LocalPackage=C:\Windows\Installer\8fad9562.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\67EDC7C78FF1F114D94A4B9FD1BB855F","@{LocalPackage=C:\Windows\Installer\8fad9892.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68649BF859B53004699EB06E76AC404D","@{LocalPackage=C:\Windows\Installer\8fad97b3.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\686E5B541A7AD7549BB8E23E11B035D7","@{LocalPackage=C:\Windows\Installer\58e7d012.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68794AD38D768FA4998CF38B452207B6","@{LocalPackage=C:\Windows\Installer\469b2915.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\689D19D065B6D8C4CA546E6B4B37932E","@{LocalPackage=C:\Windows\Installer\8874888.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA11C0E42800","@{LocalPackage=C:\Windows\Installer\22e685.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA11C0E4D700","@{LocalPackage=C:\Windows\Installer\88b4e9.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA2190E42500","@{LocalPackage=C:\Windows\Installer\646bd861.msp}"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Patches\68AB67CA7DA700005205CA2190E4C400","@{LocalPackage=C:\Windows\Installer\74e9495.msp}"
